Date,Plant_ID,Product_Line,Production_Quantity,Defective_Units,Downtime_Hours,Machine_Utilization_%,Energy_Cost,Labor_Cost,Maintenance_Cost,Total_Production_Cost,Sales_Quantity,Revenue,Order_Fulfillment_%,Region
2024-08-13,Gurgaon_03,Axle_Component,1186,49,3.7,76.9,39135,71629,18168,128932,1176,1053696,90.0,India
2024-08-14,Bengaluru_04,Axle_Component,1487,47,1.6,90.0,57893,91357,12906,162156,1446,1136556,96.8,Asia
2024-08-15,Gurgaon_03,Axle_Component,928,49,3.9,86.7,55748,88713,8283,152744,891,669141,98.8,Europe
2024-08-16,Gurgaon_03,Axle_Component,1594,9,2.5,83.2,38864,91515,7226,137605,1524,1324356,97.4,Asia
2024-08-17,Chennai_02,Motor_Shaft,1010,48,4.0,92.5,48675,91475,17964,158114,998,723550,91.7,Asia
2024-08-18,Bengaluru_04,EV_Differential,955,30,0.9,76.0,53099,75785,19328,148212,895,737480,90.1,Europe
2024-08-19,Pune_01,Gear_Assembly,975,26,3.1,90.2,46101,72950,16122,135173,933,803313,96.1,Asia
2024-08-20,Chennai_02,Gear_Assembly,1735,32,2.9,74.2,40779,93795,10830,145404,1663,1190708,95.6,India
2024-08-21,Gurgaon_03,Motor_Shaft,942,25,0.6,77.6,46565,73179,23013,142757,916,630208,96.9,India
2024-08-22,Gurgaon_03,Motor_Shaft,914,37,3.6,70.0,55058,82761,22223,160042,859,590133,90.5,India
2024-08-23,Bengaluru_04,Motor_Shaft,1346,23,3.9,72.8,43787,75096,15472,134355,1297,955889,88.3,Asia
2024-08-24,Gurgaon_03,Motor_Shaft,1743,23,3.9,90.7,56778,89264,12075,158117,1689,1216080,94.8,India
2024-08-25,Gurgaon_03,Axle_Component,1174,23,3.6,72.8,52317,66460,21140,139917,1129,922393,90.9,India
2024-08-26,Bengaluru_04,EV_Differential,1175,56,1.6,85.0,53146,76240,7040,136426,1098,787266,97.6,Asia
2024-08-27,Pune_01,EV_Differential,1421,26,3.6,74.6,56174,88567,9524,154265,1350,1028700,91.1,Europe
2024-08-28,Gurgaon_03,Axle_Component,1293,54,2.5,86.5,48615,90875,19132,158622,1217,999157,89.3,India
2024-08-29,Pune_01,EV_Differential,1704,8,3.5,71.6,46328,78319,7342,131989,1648,1346416,91.5,Asia
2024-08-30,Gurgaon_03,Gear_Assembly,1672,23,3.6,81.1,49567,79868,16765,146200,1643,1475414,95.7,Europe
2024-08-31,Gurgaon_03,Axle_Component,1339,8,1.8,82.2,46093,78803,7193,132089,1296,959040,96.2,India
2024-09-01,Bengaluru_04,Gear_Assembly,1733,10,3.6,70.1,41716,86259,15921,143896,1697,1332145,90.6,Asia
2024-09-02,Pune_01,EV_Differential,892,49,2.2,74.9,40410,82839,12808,136057,870,729060,88.1,Asia
2024-09-03,Pune_01,Motor_Shaft,935,47,3.5,77.1,51724,68828,24087,144639,864,652320,91.2,Asia
2024-09-04,Pune_01,EV_Differential,1143,41,1.5,90.5,37866,76834,23294,137994,1079,744510,88.3,Europe
2024-09-05,Chennai_02,Gear_Assembly,1706,17,3.8,74.1,46431,93267,15210,154908,1636,1462584,90.8,India
2024-09-06,Bengaluru_04,EV_Differential,1100,30,3.8,90.5,39615,80512,20146,140273,1045,769120,95.9,Europe
2024-09-07,Gurgaon_03,EV_Differential,1486,24,2.9,72.9,52373,68744,23977,145094,1458,1294704,92.6,India
2024-09-08,Pune_01,Axle_Component,1177,55,1.7,93.5,40054,68868,23585,132507,1102,771400,94.5,Asia
2024-09-09,Chennai_02,Motor_Shaft,1362,58,0.9,73.9,52154,84539,18777,155470,1315,1025700,93.9,Asia
2024-09-10,Pune_01,EV_Differential,1067,39,2.1,72.1,36998,70476,16428,123902,996,695208,90.4,India
2024-09-11,Gurgaon_03,Axle_Component,1304,42,3.5,87.3,57947,67658,10500,136105,1242,1091718,96.7,Asia
2024-09-12,Bengaluru_04,Gear_Assembly,994,32,2.5,89.0,53454,81743,22434,157631,937,758033,92.1,India
2024-09-13,Chennai_02,Axle_Component,1179,37,2.3,82.8,42835,76172,23390,142397,1102,897028,97.8,India
2024-09-14,Gurgaon_03,Axle_Component,1586,33,2.3,79.5,52826,86930,18246,158002,1566,1093068,89.1,India
2024-09-15,Bengaluru_04,Motor_Shaft,1487,56,2.5,84.0,52438,80747,12744,145929,1428,1025304,90.5,Europe
2024-09-16,Gurgaon_03,Gear_Assembly,1356,8,0.8,75.2,39458,71591,23346,134395,1296,905904,91.4,India
2024-09-17,Gurgaon_03,EV_Differential,1341,46,3.7,72.9,41313,73315,15036,129664,1297,954592,92.9,Asia
2024-09-18,Bengaluru_04,EV_Differential,1168,33,1.5,94.0,40619,66936,10807,118362,1137,815229,98.8,India
2024-09-19,Pune_01,EV_Differential,1473,49,3.2,90.8,52330,78865,16569,147764,1432,1085456,90.1,India
2024-09-20,Pune_01,Motor_Shaft,1182,48,1.3,90.8,56315,74714,8627,139656,1110,747030,99.0,India
2024-09-21,Gurgaon_03,Motor_Shaft,938,40,1.9,94.8,55219,89401,9151,153771,905,813595,93.1,Europe
2024-09-22,Pune_01,Axle_Component,1083,9,2.2,83.6,55114,75238,13207,143559,1063,747289,93.9,Asia
2024-09-23,Pune_01,Motor_Shaft,1194,43,0.9,89.9,48331,66960,7557,122848,1173,843387,89.6,Europe
2024-09-24,Chennai_02,Axle_Component,1419,48,3.1,82.3,47982,72929,12347,133258,1377,1155303,96.4,Europe
2024-09-25,Gurgaon_03,Gear_Assembly,1503,55,2.5,91.6,50309,68802,13142,132253,1490,1168160,98.5,Europe
2024-09-26,Pune_01,Axle_Component,915,49,2.0,91.2,38935,78127,21482,138544,843,579141,90.8,India
2024-09-27,Pune_01,Gear_Assembly,1293,35,3.1,89.1,55501,68420,12845,136766,1241,888556,95.6,Asia
2024-09-28,Bengaluru_04,Motor_Shaft,1076,20,3.4,78.3,50906,82079,19306,152291,1059,714825,97.1,Europe
2024-09-29,Chennai_02,Gear_Assembly,1378,5,1.7,85.8,57052,85620,16959,159631,1361,1064302,97.0,India
2024-09-30,Gurgaon_03,EV_Differential,1475,39,2.6,72.2,46528,86281,22743,155552,1462,1179834,88.3,Europe
2024-10-01,Gurgaon_03,Axle_Component,1570,18,3.3,93.7,56793,67092,12242,136127,1545,1104675,88.8,Europe
2024-10-02,Chennai_02,Motor_Shaft,1179,20,2.2,73.6,52881,78324,17350,148555,1139,777937,91.1,Europe
2024-10-03,Chennai_02,Axle_Component,1693,59,3.7,78.0,52972,93454,9368,155794,1667,1470294,90.4,India
2024-10-04,Pune_01,Gear_Assembly,852,23,2.8,73.1,45576,81566,14190,141332,811,680429,93.0,Asia
2024-10-05,Bengaluru_04,Axle_Component,959,54,1.3,87.8,44203,73244,21743,139190,928,630112,93.7,India
2024-10-06,Gurgaon_03,Gear_Assembly,1575,22,1.9,74.0,50649,69945,14927,135521,1517,1104376,89.1,India
2024-10-07,Chennai_02,EV_Differential,953,22,1.5,87.7,49087,87440,9437,145964,875,718375,96.1,India
2024-10-08,Bengaluru_04,Gear_Assembly,1432,5,1.0,84.1,40793,69523,12571,122887,1408,985600,92.8,India
2024-10-09,Chennai_02,Axle_Component,1367,16,2.9,72.9,43662,71361,8948,123971,1325,939425,95.0,Europe
2024-10-10,Chennai_02,Gear_Assembly,822,25,3.0,86.7,54991,89427,7522,151940,796,672620,95.7,Asia
2024-10-11,Pune_01,EV_Differential,1651,23,2.7,95.0,48200,82508,22206,152914,1614,1113660,93.2,Asia
2024-10-12,Bengaluru_04,Motor_Shaft,1026,48,0.5,91.5,48324,67257,20411,135992,986,768094,90.3,India
2024-10-13,Chennai_02,Gear_Assembly,1621,26,1.3,86.9,44388,83156,21609,149153,1609,1089293,98.7,India
2024-10-14,Bengaluru_04,Axle_Component,1621,58,2.5,72.1,35234,79562,24932,139728,1555,1085390,89.2,Asia
2024-10-15,Pune_01,Axle_Component,1614,57,2.9,76.0,54557,83199,10841,148597,1591,1252117,88.3,Europe
2024-10-16,Gurgaon_03,Motor_Shaft,816,16,2.6,70.2,36401,84643,22193,143237,742,543886,93.0,Europe
2024-10-17,Pune_01,Axle_Component,1403,16,0.9,70.4,40818,83606,23093,147517,1360,1107040,90.9,India
2024-10-18,Pune_01,EV_Differential,854,11,1.7,79.3,48839,65719,21890,136448,838,734926,97.3,India
2024-10-19,Bengaluru_04,Gear_Assembly,1575,37,2.6,77.3,46308,76477,19903,142688,1499,1208194,90.5,Asia
2024-10-20,Chennai_02,Axle_Component,1004,19,0.7,86.8,43707,78913,7630,130250,990,697950,98.9,Asia
2024-10-21,Gurgaon_03,Gear_Assembly,1599,32,3.2,75.1,48401,72659,17601,138661,1533,1034775,97.3,Europe
2024-10-22,Pune_01,Gear_Assembly,1066,17,3.3,85.9,56486,72006,15682,144174,992,692416,98.4,Asia
2024-10-23,Bengaluru_04,Motor_Shaft,1499,51,0.7,87.2,46033,74968,23241,144242,1485,1088505,94.9,Europe
2024-10-24,Bengaluru_04,Motor_Shaft,1472,54,1.6,89.0,54167,68644,13420,136231,1417,1198782,94.8,Asia
2024-10-25,Chennai_02,Motor_Shaft,1009,18,2.4,80.8,36757,70085,12637,119479,992,814432,97.9,India
2024-10-26,Pune_01,Axle_Component,1130,17,2.3,79.8,46755,74797,21607,143159,1053,787644,93.5,Europe
2024-10-27,Chennai_02,Motor_Shaft,1131,15,2.1,93.0,41102,90445,7619,139166,1093,773844,91.9,India
2024-10-28,Gurgaon_03,Gear_Assembly,1044,20,3.9,88.9,54596,83793,15199,153588,970,795400,95.3,Europe
2024-10-29,Bengaluru_04,Axle_Component,1553,26,3.5,85.1,53852,87601,15155,156608,1516,1241604,96.9,India
2024-10-30,Bengaluru_04,Motor_Shaft,1563,44,3.5,88.2,40722,92413,22514,155649,1487,1125659,95.3,Asia
2024-10-31,Bengaluru_04,EV_Differential,1237,59,3.7,94.8,55127,73792,16171,145090,1208,925328,88.4,Europe
2024-11-01,Pune_01,Gear_Assembly,1402,30,1.7,89.7,43307,69956,17195,130458,1340,991600,92.6,India
2024-11-02,Chennai_02,EV_Differential,857,30,3.7,72.5,47602,85170,16256,149028,843,649953,98.5,Asia
2024-11-03,Chennai_02,Axle_Component,1548,45,3.8,84.5,37871,78234,24044,140149,1513,1155932,91.1,Europe
2024-11-04,Gurgaon_03,Gear_Assembly,1126,30,3.6,80.5,37179,76030,16065,129274,1102,981882,90.3,India
2024-11-05,Bengaluru_04,EV_Differential,1167,23,2.6,70.8,46757,93152,23654,163563,1121,872138,92.5,Europe
2024-11-06,Bengaluru_04,Gear_Assembly,988,40,2.9,89.3,47265,84459,23673,155397,922,761572,93.9,Europe
2024-11-07,Pune_01,EV_Differential,1662,57,3.2,70.0,38832,90275,21901,151008,1583,1187250,96.0,Europe
2024-11-08,Gurgaon_03,Motor_Shaft,884,24,1.3,70.0,57318,75179,19251,151748,837,746604,95.3,Europe
2024-11-09,Pune_01,EV_Differential,1708,27,2.6,92.4,48156,88064,23589,159809,1642,1272550,91.7,Europe
2024-11-10,Chennai_02,Axle_Component,1350,20,3.1,79.8,37708,83375,22088,143171,1325,938100,92.6,Asia
2024-11-11,Chennai_02,Axle_Component,1242,38,3.2,84.6,55106,68551,19297,142954,1216,871872,98.4,Europe
2024-11-12,Pune_01,Gear_Assembly,1716,41,0.9,82.8,44944,67610,19067,131621,1641,1235673,90.0,Europe
2024-11-13,Gurgaon_03,Motor_Shaft,800,51,2.9,88.2,53045,68664,20050,141759,750,652500,89.6,Asia
2024-11-14,Chennai_02,Axle_Component,1107,57,3.5,87.5,53287,65174,9230,127691,1034,738276,91.4,Asia
2024-11-15,Gurgaon_03,Axle_Component,1343,36,3.1,79.6,39946,89618,8907,138471,1299,1144419,96.8,India
2024-11-16,Chennai_02,Motor_Shaft,1500,59,1.3,87.6,55306,69997,24376,149679,1442,1178114,88.6,India
2024-11-17,Pune_01,Gear_Assembly,1135,10,0.9,94.0,43125,78794,9763,131682,1083,921633,96.9,Europe
2024-11-18,Bengaluru_04,Axle_Component,950,6,3.5,86.8,55452,94511,17758,167721,885,679680,94.3,Europe
2024-11-19,Gurgaon_03,Gear_Assembly,1009,56,2.9,71.3,35112,86515,22924,144551,995,672620,92.5,Asia
2024-11-20,Pune_01,EV_Differential,1368,32,1.9,71.7,54488,81433,23402,159323,1290,995880,88.6,Europe
2024-11-21,Gurgaon_03,Axle_Component,1088,17,3.2,88.3,47502,74741,12941,135184,1059,718002,91.6,Europe
2024-11-22,Chennai_02,EV_Differential,1368,12,0.7,83.0,57544,75561,23901,157006,1301,934118,98.8,India
2024-11-23,Pune_01,Motor_Shaft,1273,24,2.0,78.7,42162,92010,20065,154237,1229,1053253,94.9,Asia
2024-11-24,Chennai_02,Motor_Shaft,953,47,2.6,74.3,36518,87547,23346,147411,903,750393,95.7,Europe
2024-11-25,Bengaluru_04,Gear_Assembly,1166,6,1.4,70.4,51194,94829,8742,154765,1130,744670,93.0,Asia
2024-11-26,Pune_01,Gear_Assembly,899,6,3.5,93.7,44369,79296,22438,146103,831,663969,98.3,India
2024-11-27,Gurgaon_03,Axle_Component,1589,40,3.0,87.0,43475,92504,11396,147375,1512,991872,90.8,Europe
2024-11-28,Pune_01,Motor_Shaft,1219,13,3.4,74.7,59351,73367,12285,145003,1193,862539,88.1,Asia
2024-11-29,Chennai_02,Gear_Assembly,1555,25,3.7,80.9,38676,67426,9962,116064,1529,1058068,95.0,Asia
2024-11-30,Chennai_02,Axle_Component,1292,44,2.8,90.5,36134,86550,12119,134803,1220,1066280,90.4,India
2024-12-01,Gurgaon_03,Axle_Component,1601,44,1.7,80.6,55285,82721,24568,162574,1576,1152056,92.1,Europe
2024-12-02,Chennai_02,Motor_Shaft,1349,23,2.2,77.1,49839,76949,17626,144414,1275,1142400,96.1,Asia
2024-12-03,Bengaluru_04,Gear_Assembly,1293,46,2.0,75.2,59170,73024,23678,155872,1224,828648,98.1,India
2024-12-04,Pune_01,Motor_Shaft,1367,25,1.9,91.8,40307,73933,24063,138303,1322,1008686,95.1,India
2024-12-05,Gurgaon_03,Axle_Component,1329,38,2.3,89.6,42352,78516,15326,136194,1259,951804,93.4,Europe
2024-12-06,Pune_01,Gear_Assembly,802,18,0.5,80.2,36637,78652,12103,127392,764,597448,96.7,India
2024-12-07,Chennai_02,Gear_Assembly,1762,49,3.4,81.2,56443,77356,7195,140994,1741,1457217,92.9,Asia
2024-12-08,Gurgaon_03,EV_Differential,1076,56,3.6,90.7,49125,67591,19127,135843,1062,727470,95.0,India
2024-12-09,Chennai_02,Motor_Shaft,1606,20,3.6,72.6,35136,82413,22346,139895,1562,1074656,90.1,Asia
2024-12-10,Pune_01,Motor_Shaft,886,21,1.7,81.5,49749,71968,20596,142313,840,618240,90.0,Asia
2024-12-11,Bengaluru_04,Gear_Assembly,1423,27,2.0,88.5,51980,85929,15837,153746,1396,1037228,89.8,India
2024-12-12,Chennai_02,EV_Differential,1437,47,3.1,92.0,56113,66673,21318,144104,1392,1128912,93.7,Europe
2024-12-13,Chennai_02,Gear_Assembly,1046,51,1.9,75.9,47174,68453,11507,127134,1013,730373,98.8,India
2024-12-14,Gurgaon_03,EV_Differential,1757,37,2.4,87.4,57702,70097,15640,143439,1719,1421613,91.6,India
2024-12-15,Chennai_02,EV_Differential,1729,33,2.4,72.9,40552,93916,11927,146395,1659,1337154,92.8,Asia
2024-12-16,Pune_01,Gear_Assembly,1068,9,3.2,87.0,35816,78414,7192,121422,997,664002,97.4,Europe
2024-12-17,Pune_01,Gear_Assembly,1006,33,2.7,87.2,44359,68893,13811,127063,941,671874,93.1,Asia
2024-12-18,Bengaluru_04,EV_Differential,1298,48,1.7,89.8,35717,76676,11434,123827,1270,1070610,92.5,Europe
2024-12-19,Gurgaon_03,Gear_Assembly,1492,50,1.9,90.1,45674,89959,15385,151018,1475,989725,93.3,Europe
2024-12-20,Pune_01,Axle_Component,1091,19,0.7,86.2,39780,69177,22169,131126,1037,928115,92.8,India
2024-12-21,Gurgaon_03,Motor_Shaft,1532,7,1.3,78.8,57335,77327,21394,156056,1468,1043748,92.1,Europe
2024-12-22,Chennai_02,Gear_Assembly,1418,36,0.5,75.4,44277,74471,21896,140644,1400,1037400,95.0,Asia
2024-12-23,Pune_01,Axle_Component,1518,52,0.7,89.2,51633,87841,8892,148366,1464,1040904,96.8,Asia
2024-12-24,Bengaluru_04,EV_Differential,1154,41,1.2,87.8,37618,86062,10163,133843,1136,881536,97.8,India
2024-12-25,Chennai_02,EV_Differential,1199,27,2.6,80.8,48145,90379,7489,146013,1128,923832,91.4,India
2024-12-26,Pune_01,Gear_Assembly,853,20,1.2,77.8,42404,65954,17625,125983,834,577962,96.2,India
2024-12-27,Chennai_02,Motor_Shaft,977,16,2.1,81.3,42485,78680,23767,144932,906,622422,93.9,Europe
2024-12-28,Chennai_02,Gear_Assembly,1021,5,2.4,90.6,47180,81140,7922,136242,1005,674355,88.7,India
2024-12-29,Gurgaon_03,Gear_Assembly,1187,36,3.2,74.7,51377,85324,7203,143904,1145,775165,90.4,India
2024-12-30,Gurgaon_03,Motor_Shaft,869,25,3.6,90.6,54259,68191,7689,130139,812,635796,92.7,Asia
2024-12-31,Gurgaon_03,Axle_Component,1543,33,2.0,86.7,57417,80623,9378,147418,1480,1145520,88.7,Europe
2025-01-01,Bengaluru_04,Axle_Component,1098,35,3.3,86.9,52858,69460,20986,143304,1074,851682,92.5,India
2025-01-02,Gurgaon_03,Axle_Component,1258,25,3.2,84.2,49334,94179,13644,157157,1214,892290,88.2,Asia
2025-01-03,Bengaluru_04,Motor_Shaft,1232,36,1.6,73.3,38839,82642,18618,140099,1220,1045540,92.6,India
2025-01-04,Chennai_02,Gear_Assembly,1336,8,4.0,88.9,45922,68521,7572,122015,1284,1029768,90.5,Europe
2025-01-05,Gurgaon_03,Axle_Component,1450,50,1.8,85.5,38262,82722,11996,132980,1390,1109220,98.8,Asia
2025-01-06,Pune_01,Motor_Shaft,1267,42,2.6,71.3,54345,84610,20878,159833,1204,1034236,89.2,Europe
2025-01-07,Pune_01,Axle_Component,1444,27,2.9,87.4,48288,94877,7917,151082,1370,976810,96.9,India
2025-01-08,Gurgaon_03,Axle_Component,1771,26,2.1,86.7,47380,92053,18667,158100,1712,1302832,88.3,Europe
2025-01-09,Gurgaon_03,Gear_Assembly,1579,44,3.3,94.0,37690,72323,10255,120268,1557,1329678,94.4,India
2025-01-10,Chennai_02,Motor_Shaft,1603,58,2.5,84.8,57439,85266,18413,161118,1574,1034118,88.7,Asia
2025-01-11,Chennai_02,EV_Differential,1439,24,3.6,92.1,48117,87250,24359,159726,1385,1157860,97.7,Europe
2025-01-12,Pune_01,Gear_Assembly,887,13,4.0,70.8,52641,81848,21062,155551,821,539397,98.3,India
2025-01-13,Chennai_02,Motor_Shaft,1075,43,2.0,79.9,55240,68135,13953,137328,1037,825452,94.1,Asia
2025-01-14,Chennai_02,Gear_Assembly,1163,38,2.2,71.4,37775,78193,19851,135819,1139,1000042,93.8,India
2025-01-15,Chennai_02,EV_Differential,1607,12,2.0,77.0,57410,89685,23575,170670,1590,1179780,90.6,Asia
2025-01-16,Gurgaon_03,Axle_Component,848,40,2.9,71.6,53532,77057,18349,148938,835,728120,96.5,Asia
2025-01-17,Gurgaon_03,Axle_Component,1694,27,0.8,90.7,47298,67011,10373,124682,1623,1373058,93.3,Asia
2025-01-18,Bengaluru_04,Axle_Component,1037,28,2.7,76.8,48757,70462,14657,133876,971,807872,88.6,Asia
2025-01-19,Pune_01,Motor_Shaft,1708,29,2.5,86.7,48223,73080,16486,137789,1636,1465856,97.2,India
2025-01-20,Bengaluru_04,EV_Differential,839,24,0.6,83.1,52228,79031,21536,152795,767,556075,93.3,Europe
2025-01-21,Bengaluru_04,Gear_Assembly,1560,39,3.3,73.1,46971,65186,21680,133837,1489,1311809,90.2,India
2025-01-22,Pune_01,EV_Differential,1189,23,3.1,82.8,35269,66630,24958,126857,1155,838530,95.3,Asia
2025-01-23,Gurgaon_03,Motor_Shaft,919,32,1.1,91.4,53050,94932,13901,161883,888,661560,98.2,Europe
2025-01-24,Bengaluru_04,Motor_Shaft,984,10,1.8,89.9,55866,79079,24082,159027,926,655608,97.3,Europe
2025-01-25,Pune_01,Motor_Shaft,1107,29,0.6,76.3,39820,76001,20907,136728,1076,840356,88.0,Europe
2025-01-26,Chennai_02,Motor_Shaft,1744,24,1.8,75.8,54363,77768,10968,143099,1720,1468880,89.0,Asia
2025-01-27,Bengaluru_04,Motor_Shaft,1530,49,3.8,85.2,35314,76737,8134,120185,1462,967844,93.1,India
2025-01-28,Bengaluru_04,EV_Differential,1500,20,2.7,89.0,59062,74104,7870,141036,1478,1101110,92.1,Asia
2025-01-29,Chennai_02,Motor_Shaft,1580,47,0.6,75.1,48878,71992,20778,141648,1556,1322600,93.2,Europe
2025-01-30,Pune_01,Gear_Assembly,1183,56,1.5,91.3,37696,66717,16259,120672,1165,793365,88.5,India
2025-01-31,Pune_01,Motor_Shaft,1752,12,1.5,74.3,38303,84497,23061,145861,1732,1302464,89.4,India
2025-02-01,Pune_01,Axle_Component,1305,33,3.5,90.9,44783,69485,19629,133897,1246,935746,88.2,Europe
2025-02-02,Chennai_02,Axle_Component,1032,53,1.3,78.6,58666,91049,19391,169106,995,662670,95.2,Asia
2025-02-03,Bengaluru_04,Motor_Shaft,1349,59,2.6,82.7,46989,92865,18939,158793,1282,848684,88.1,India
2025-02-04,Pune_01,Axle_Component,1046,50,3.3,77.0,57253,89423,21330,168006,1009,785002,89.0,India
2025-02-05,Gurgaon_03,Axle_Component,1767,28,1.8,93.2,46755,90498,18151,155404,1702,1233950,91.0,Europe
2025-02-06,Chennai_02,EV_Differential,1336,38,1.2,70.1,46241,82480,16497,145218,1307,1099187,91.0,Europe
2025-02-07,Gurgaon_03,Axle_Component,804,7,3.1,71.4,51654,82570,19392,153616,742,514206,92.5,Asia
2025-02-08,Gurgaon_03,Gear_Assembly,1233,24,3.2,77.4,37230,71511,23512,132253,1158,934506,98.3,India
2025-02-09,Pune_01,Axle_Component,1232,56,0.9,88.4,48171,83725,12884,144780,1208,1085992,91.3,Europe
2025-02-10,Chennai_02,EV_Differential,1588,28,0.9,83.7,37672,94546,14279,146497,1532,1323648,95.2,Asia
2025-02-11,Pune_01,Axle_Component,1538,26,2.3,87.5,58793,75377,14347,148517,1468,1234588,89.1,India
2025-02-12,Pune_01,Gear_Assembly,1348,49,2.5,75.7,59000,89935,21011,169946,1288,874552,97.5,Europe
2025-02-13,Chennai_02,EV_Differential,1690,12,1.5,93.5,43923,68961,15806,128690,1623,1399026,90.6,Asia
2025-02-14,Gurgaon_03,Gear_Assembly,1363,29,2.9,81.4,56031,91212,17350,164593,1353,966042,89.5,Asia
2025-02-15,Chennai_02,Motor_Shaft,1204,19,3.4,81.9,53412,94903,21343,169658,1133,933592,88.6,Asia
2025-02-16,Chennai_02,EV_Differential,1456,42,2.1,82.1,54205,93834,13509,161548,1433,1272504,89.5,Europe
2025-02-17,Chennai_02,EV_Differential,1594,17,2.1,77.6,44275,93677,20269,158221,1527,1065846,92.6,Asia
2025-02-18,Chennai_02,Gear_Assembly,804,30,1.9,74.0,57673,74603,13928,146204,781,667755,88.8,Europe
2025-02-19,Gurgaon_03,Gear_Assembly,1374,47,0.7,87.3,53850,91514,16890,162254,1333,1027743,97.2,India
2025-02-20,Pune_01,EV_Differential,1126,47,3.9,81.1,58715,76404,22161,157280,1103,897842,88.8,Europe
2025-02-21,Chennai_02,Axle_Component,1607,20,3.4,71.0,39524,80193,23223,142940,1532,1041760,89.1,Europe
2025-02-22,Gurgaon_03,Gear_Assembly,1000,43,1.3,92.2,38575,90451,9418,138444,934,800438,92.4,Asia
2025-02-23,Chennai_02,Motor_Shaft,1681,9,3.2,80.0,46873,69266,14549,130688,1627,1301600,97.2,Asia
2025-02-24,Bengaluru_04,Motor_Shaft,1293,48,1.8,92.9,43479,70737,24831,139047,1278,972558,97.7,Europe
2025-02-25,Gurgaon_03,Motor_Shaft,1450,47,3.9,94.1,46088,65808,16170,128066,1436,1161724,95.4,Asia
2025-02-26,Gurgaon_03,Motor_Shaft,992,24,1.8,85.5,52356,92386,20704,165446,923,669175,95.3,India
2025-02-27,Chennai_02,EV_Differential,1050,45,1.2,71.6,51508,84630,20380,156518,994,760410,94.0,Asia
2025-02-28,Pune_01,Axle_Component,1793,49,2.5,81.1,36609,65717,19662,121988,1743,1174782,95.3,Asia
2025-03-01,Chennai_02,Gear_Assembly,1258,15,3.4,93.7,55176,67941,12695,135812,1247,904075,88.4,Asia
2025-03-02,Chennai_02,Gear_Assembly,1130,20,2.5,79.8,52396,73378,8881,134655,1105,723775,96.6,Europe
2025-03-03,Gurgaon_03,Gear_Assembly,1103,46,2.6,79.9,40877,71785,22833,135495,1035,832140,95.8,Europe
2025-03-04,Bengaluru_04,Gear_Assembly,1502,51,2.3,74.9,48179,83443,23524,155146,1450,965700,90.4,India
2025-03-05,Bengaluru_04,Axle_Component,1780,12,3.8,72.4,37843,94301,22972,155116,1741,1392800,90.3,Asia
2025-03-06,Gurgaon_03,EV_Differential,979,41,3.0,82.1,50790,77205,19748,147743,949,676637,91.3,Europe
2025-03-07,Bengaluru_04,EV_Differential,1459,29,1.4,79.0,37965,69319,15975,123259,1432,1211472,97.1,Asia
2025-03-08,Pune_01,Gear_Assembly,1270,38,1.2,86.0,41364,67581,7691,116636,1209,918840,91.3,Europe
2025-03-09,Gurgaon_03,Gear_Assembly,1349,10,3.6,89.8,43339,82416,24695,150450,1336,933864,92.4,Europe
2025-03-10,Chennai_02,Gear_Assembly,1476,26,2.8,76.8,57313,71792,20918,150023,1460,1046820,98.8,Asia
2025-03-11,Gurgaon_03,Axle_Component,962,25,3.5,77.2,35287,87337,8161,130785,951,801693,91.6,India
2025-03-12,Bengaluru_04,Axle_Component,815,50,0.6,80.7,37176,70002,7886,115064,802,577440,88.2,Asia
2025-03-13,Bengaluru_04,Gear_Assembly,1520,37,2.2,74.9,39654,93635,23131,156420,1492,1198076,91.2,Asia
2025-03-14,Gurgaon_03,Gear_Assembly,1292,7,1.6,86.9,50216,83613,10009,143838,1234,978562,88.1,Asia
2025-03-15,Chennai_02,Axle_Component,1477,32,3.2,75.7,43635,65297,20095,129027,1426,992496,88.7,India
2025-03-16,Chennai_02,EV_Differential,1267,54,0.7,88.4,45401,80519,18864,144784,1192,787912,91.7,Asia
2025-03-17,Pune_01,Motor_Shaft,1663,38,3.4,82.1,56057,93992,20746,170795,1618,1296018,93.4,Asia
2025-03-18,Gurgaon_03,EV_Differential,877,6,0.7,92.3,37172,78158,23663,138993,847,666589,94.0,India
2025-03-19,Chennai_02,Axle_Component,1709,38,3.7,80.2,41135,70573,20731,132439,1678,1434690,96.6,India
2025-03-20,Bengaluru_04,Axle_Component,1528,36,2.9,87.0,42697,79629,15386,137712,1496,1306008,96.3,Europe
2025-03-21,Pune_01,Axle_Component,1460,44,0.9,81.1,55173,77997,17635,150805,1435,1047550,95.3,Asia
2025-03-22,Pune_01,Gear_Assembly,1357,36,3.3,93.1,41638,69651,7609,118898,1343,1017994,97.8,Europe
2025-03-23,Bengaluru_04,Axle_Component,1690,18,0.9,70.0,42454,78666,19370,140490,1627,1365053,93.9,India
2025-03-24,Gurgaon_03,Axle_Component,1090,9,2.3,72.1,42774,85245,8985,137004,1036,743848,92.3,India
2025-03-25,Bengaluru_04,Gear_Assembly,1440,24,1.0,72.0,49246,69078,19853,138177,1402,985606,97.6,Europe
2025-03-26,Bengaluru_04,Motor_Shaft,1762,5,1.6,81.9,59704,70968,14493,145165,1745,1183110,95.6,India
2025-03-27,Gurgaon_03,Axle_Component,1474,9,2.5,87.3,53028,93947,10144,157119,1426,931178,92.7,Europe
